Story Name,Sentence ID,Sentence,Annotator 1,Annotator 2,Annotator 3
গোসাঁইপুর সরগরম,811,এখনও কেমন জানি অসহায় ভাব করে কথা বলছেন ভদ্রলোক।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,812,বুঝলাম রসিকবাবু জীবনবাবুর মৃত্যু সংবাদটা শ্যামলালবাবুকে দেননি।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,813,"‘আপনি তো চাইছিলেন তিনি কলকাতায় ফিরে যান,’ বলল ফেলুদা।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,814,‘ও চলে গেল!,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,815,কীসে গেল?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,816,পালকিতে?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,817,‘পালকিতে তো আর সবটুকু যাওয়া যায় না।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,818,কাটোয়া থেকে ট্রেন ছাড়া গতি নেই।,Travel / Movement,Travel / Movement,Travel / Movement
গোসাঁইপুর সরগরম,819,গরুর গাড়ি বা ডাক গাড়িতে যাওয়া আজকের দিনে যে সম্ভব নয় সেটা নিশ্চয়ই বোঝেন।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,820,‘তুমি আমাকে বিদ্রূপ করছ?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,821,শ্যামলালবাবুর গলায় যেন একটু অভিমানের সুর।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,822,‘শুধু আমি কেন?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,823,"ফেলুদা বলল, ‘গ্রামের সবাই করে।",Dialogue,Dialogue,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,824,"আপনি যা করছেন তাতে আপনার তো নয়ই, কারুরই লাভ বা মঙ্গল হচ্ছে না।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,825,আপনার নিজের কী হল সেটা তো দেখলেন।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,826,সড়কির বদলে বন্দুকধারী একজন ভালো পাহারাদার থাকলে আর এ কাণ্ডটা হত না।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,827,বৈদ্যুতিক শক্‌-এর চেয়ে এ শক্‌টা কি কিছু কম হল?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,828,যে-যুগ চলে গেছে তাকে আর ফিরিয়ে আনা যায় না মল্লিকমশাই।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,829,"আশ্চর্য, আমি ভেবেছিলাম ভদ্রলোক তেলেবেগুনে জ্বলে উঠবেন, কিন্তু সেটা হল না।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,830,"ফেলুদার কথার উত্তরে একটি কথাও বললেন না তিনি, কেবল একটা দীর্ঘশ্বাস ফেলে চুপ করে রইলেন।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,831,॥ ৬ ॥ ‘মুখের চেহারা কী হয়েছে দেখেছেন?’,Character Description,Character Description,Character Description
গোসাঁইপুর সরগরম,832,লালমোহনবাবু তক্তপোষে বসে হাতে তাঁর দাড়ি কামানোর আয়নাটা নিয়ে তাতে নিজের মুখ দেখে মন্তব্যটা করলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,833,"ওঁর মুখের যা অবস্থা, আমাদের সকলেরই তাই।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,834,"‘গোসাঁইপুরের ওই একটা ড্ৰব্যাক্‌’, বললেন তুলসীবাবু।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,835,‘এটার বিষয় আপনাদের আগে থেকেই ওয়ার্নিং দেওয়া উচিত ছিল।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,836,"‘আপনি গোসাঁইপুর বলছেন, আমি বলব মল্লিকবাড়ির বাগানে’, বললেন লালমোহনবাবু।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,837,‘ওইটেই হল মশার ডিপো।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,838,দুপুরের খাওয়া শেষ করে আমরা দোতলায় আমাদের ঘরে এসে বসেছি।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,839,পুলিশ এসে তদন্ত শুরু করে দিয়েছে।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,840,ফেলুদা এভাবে গুম্ মেরে গেছে কেন বুঝতে পারছি না।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,841,আমার বিশ্বাস জীবনবাবুর খুনটা ওর কাছে এতই অপ্রত্যাশিত যে ওর ক্যালকুলেশন সব গণ্ডগোল হয়ে গেছে।,Detective Reasoning / Deduction,Narration / Observation,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,842,"আর ডাকাতই যদি খুনটা করে থাকে, তা হলে তদন্তের মজাটা কোথায়?",Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,843,ডাকাত ধরার রাস্তা তো পুলিশের ঢের বেশি ভালো জানা আছে; সেখানে একজন প্রাইভেট গোয়েন্দা আর কী করতে পারে?,Investigation Action,Narration / Observation,Investigation Action
গোসাঁইপুর সরগরম,844,দারোগা সুধাকর প্রামাণিক ইতিমধ্যে ফেলুদার সঙ্গে এসে কথা বলে গেছেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,845,"তিনি ফেলুদার নাম শুনেছেন, তবে ফেলুদার উপর খুব একটা ভক্তিভাব আছে বলে মনে হল না।",Detective Reasoning / Deduction,Character Introduction,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,846,বিশেষ করে জীবনবাবুর লাশ লোপাট হয়ে যাওয়াতে তিনি রীতিমতো বিরক্ত।,Crime / Threat / Violence,Emotional Reaction,Crime / Threat / Violence
গোসাঁইপুর সরগরম,847,"‘আপনারা যাঁরা শখের ডিটেকটিভ’, বললেন সুধাকর দারোগা, ‘তাদের দেখেছি কাজের মধ্যে সিসটেমের কোনও বালাই নেই।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,848,আরেকজন দেখেছি আপনার মতো গণেশ দত্তগুপ্ত—তার সঙ্গে একটা কেসে ঠোকাঠুকি লাগে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,849,"যেখানে দরকার অ্যাকশনের, সেখানে চোখ কুঁচকে বসে ভাবছে।",Detective Reasoning / Deduction,Narration / Observation,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,850,কী যে ভাবছে তা মা গঙ্গাই জানে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,851,"আবার যেখানে কাজ করছে, তার পেছনে কোনও চিন্তা নেই।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,852,"লাশটা যখন দেখলেন পড়ে আছে, আর সেটাকে ছেড়ে যদি যেতেই হয় তো একটা লোককে পাহারায় বসিয়ে যেতে পারলেন না?",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,853,এখন আমাদের ওই পেছনের পুকুরের জলে জাল ফেলতে হবে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,854,"আর তাতে যদি বডি না ওঠে তো ভেবে দেখুন—এই গাঁয়ে এগারোটা পুকুর, তার মধ্যে একটাকে দীঘি বলা চলে!",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,855,আর তাতেও যদি না হয় তা হলে…এ সবই কিন্তু আপনার নেগলিজেন্‌সের জন্য।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,856,ফেলুদা পুরো ঝালটা হজম করে উল্টে একটা বেয়াড়া প্রশ্ন করে সুধাকর দারোগাকে আরও উস্‌কে দিল।,Investigation Action,Investigation Action,Investigation Action
গোসাঁইপুর সরগরম,857,‘আপনি প্রেতাত্মায় বিশ্বাস করেন?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,858,"দারোগা কিছুক্ষণ অবাক হয়ে ফেলুদার দিকে চেয়ে থেকে মাথা নেড়ে বললেন, ‘আপনার সিরিয়াস বলে খ্যাতি আছে শুনেছিলুম, এখন দেখছি সেটাও ভুল।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,859,"ফেলুদা বলল, ‘কথাটা জিজ্ঞেস করলাম কারণ আপনারা যদি খুনি ধরতে না পারেন তা হলে আমাকে মৃগাঙ্ক ভট্টাচার্যের শরণাপন্ন হতে হবে।",Dialogue,Dialogue,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,860,তিনি প্রেতাত্মা নামাতে পারেন।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,861,আমার মনে হচ্ছে জীবনলালের আত্মাই জীবনলালের খুনির সঠিক সন্ধান দিতে পারেন।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,862,‘আপনি নিজে তা হলে হোপ্‌লেস ফিল করছেন বলুন।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,863,"‘খুনের তদন্ত আমার সাধ্যের বাইরে সেটা স্বীকার করছি’, বলল ফেলুদা, ‘কিন্তু ডাকাতের হাতে হাতকড়া পরাতে পারব বলে আমার বিশ্বাস আছে।’",Dialogue,Dialogue,Investigation Action
গোসাঁইপুর সরগরম,864,সুধাকরবাবুর যে ফেলুদার উপর আস্থা কত কম সেটা তাঁর পরের কথা থেকেই বুঝতে পারলাম।,Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,865,‘আপনি ডেড বডি আর জ্যান্ত বডি তফাত করতে পারেন আশা করি?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,866,গলায় ফাঁস দিয়ে টান মারলে কী কী পরিবর্তন হয় সেটা জানা আছে আপনার?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,867,ফেলুদা ঠাণ্ডা ভাবেই উত্তরটা দিল।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,868,"‘সুধাকরবাবু, আমার যখন পুলিশে চাকরি নেবার কোনও বাসনা নেই, তখন আপনার প্রশ্নের জবাব দেওয়াটা আমার মর্জির ব্যাপার।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,869,পুলিশের উপর নির্ভর না করে যখন আমি প্রেতাত্মার কথা বলছি তখন বুঝতেই পারছেন আমার তদন্তের রাস্তাটা একটু স্বতন্ত্র।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,870,‘ভোলানাথবাবু সম্পর্কে আপনার মনে কোনও সন্দেহের ভাব নেই?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,871,‘নিশ্চয়ই আছে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,872,"আমার সন্দেহ হয় আপনারা দিগ্‌বিদিক্‌ বিবেচনা না করেই ভদ্রলোকের হাতে হাতকড়া পরাবেন, কারণ তাঁর পূর্বপুরুষ যে জীবনবাবুর পূর্বপুরুষের দ্বারা লাঞ্ছিত হয়েছিলেন সে খবর হয়তো আপনাদের কানে পৌঁছেছে।",Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
গোসাঁইপুর সরগরম,873,কিন্তু সেটা করলে আপনারা মারাত্মক ভুল করবেন।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,874,সুধাকর দারোগা সশব্দে হেসে মোড়া থেকে উঠে দাঁড়ালেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,875,"তারপর ফেলুদার দিকে চেয়ে চুক্‌ চুক্‌ করে আক্ষেপের শব্দ করে বললেন, ‘মুশকিল হচ্ছে কী জানেন, আপনারা বেশি ভেবে সহজ জিনিসটাকে জটিল করে ফেলেন।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,876,কেসটা জলের মতো পরিষ্কার।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,877,‘আপনাদের জাল ফেলা পুকুরের জলের মতো?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,878,"ফেলুদার খোঁচা অগ্রাহ্য করে দারোগা বলে চললেন, ‘আপনি একটু ভেবে দেখলেই বুঝতে পারতেন কেন ভোলানাথবাবুর কথা বলছি।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,879,ডাকাতি এবং খুন দুটোর জন্যেই সে দায়ী।,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,880,এ ডাকাতি ঘরের লোকের কাজ সে তো বোঝাই যায়।,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,881,আসল ডাকাত হলে সিন্দুক ভাঙত—চাবি দিয়ে খুলত না।,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,882,"ভোলানাথ টাকা নিয়ে পালাচ্ছিল, পিছনের বাগান দিয়ে, খুন করবার কোনও অভিপ্রায় ছিল না তার।",Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,883,জীবনবাবু ঘুম ভেঙে টের পেয়ে তাকে ধাওয়া করেন; ভোলানাথ খুন করতে বাধ্য হয়।,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,884,তারপর সন্দেহ যাতে না পড়ে তাই আপনাদের খবর দিতে আসে।,Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,885,"ভোলানাথ বলেছে ডাকাত তাকেও বেঁধে রেখেছিল, জীবনবাবু এসে তার বাঁধন খোলে।",Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,886,এ কথা যে সত্যি তার প্রমাণ কই?,Investigation Action,Investigation Action,Investigation Action
গোসাঁইপুর সরগরম,887,এর তো কোনও সাক্ষী নেই!’,Investigation Action,Investigation Action,Investigation Action
গোসাঁইপুর সরগরম,888,‘সিন্দুকের টাকা তা হলে কোথায় গেল সুধাকরবাবু?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,889,ফেলুদা গম্ভীরভাবে জিজ্ঞেস করল।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,890,"‘সে-টাকাও খুঁজতে হবে’, বললেন সুধাকরবাবু।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,891,‘লাশ পেলে পর আমরা ভোলানাথবাবুকে জেরা করব।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,892,তখন সব সুরসুর করে বেরিয়ে পড়বে।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,893,আমার কিন্তু সুধাকরবাবুর কথাগুলো বেশ মনে ধরল; কিন্তু ফেলুদা কেন আমল দিচ্ছে না?,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,894,"দারোগা যখন সিঁড়ি দিয়ে নামছে তখনই কেন সে বলতে গেল, ‘আজ সন্ধ্যায় জীবনলালের আত্মা নামানো হবে মৃগাঙ্কবাবুর বাড়িতে।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,895,এলে ঠকবেন না!’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,896,তুলসীবাবুর দেখলাম একমাত্র চিন্তা কালকের সংবর্ধনা হবে কি না সেই নিয়ে।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,897,"রহস্যের কিনারা না হলে, খুনির হাতে হাতকড়া না পড়লে, নিশ্চয়ই হবে না, কারণ গ্রামের লোকের সংবর্ধনা সভায় যোগ দেবার উৎসাহই হবে না।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,898,"লালমোহনবাবু অবিশ্যি মেনেই নিয়েছেন যে মালা আর মানপত্র ফস্‌কে গেল, আর স্পিচটা মাঠে মারা গেল।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,900,"মুখে এটা বলা সত্ত্বেও লক্ষ করছি উনি বার বার নিজের অজানতে বিড় বিড় করে স্পিচের লাইন বলছেন, আর বলেই নিজেকে সামলে নিচ্ছেন।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,901,‘মৃগাঙ্ক ভটচায্যি কোন বাড়িতে থাকেন বলতে পারেন?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,902,প্রশ্নটা এল তুলসীবাবুর বাড়ির দরজার বাইরে থেকে।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,903,"‘এই শুরু হল’, বললেন তুলসীবাবু।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,904,"‘সোম আর শুক্কুরে এ উপদ্রব লেগেই আছে, আর রাস্তায় প্রথম বাড়ি বলে আমাকেই এ ঝক্কি পোয়াতে হয়।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,905,"ভদ্রলোক জানালা দিয়ে নীচের দিকে চেয়ে বললেন, ‘আরও তিনটে বাড়ি পরে ডান দিকে।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,906,"ফেলুদা বলল, ‘আমরা আসছি বলে খবরটা পাঠিয়ে দিতে পারলে ভালো হত।",Dialogue,Dialogue,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,907,আর বলবেন কিউয়ে দাঁড়াতে পারব না।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,908,আমাদের আত্মাকে প্রাইয়রিটি দিতে হবে।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,909,তুলসীবাবু বোধহয় এই প্রথম বুঝলেন যে ফেলুদা ব্যাপারটা সম্বন্ধে সত্যিই সিরিয়াস।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,910,"তাঁর মুখের ভাব দেখে ফেলুদা বলল, ‘আমার একার কাজ ফুরিয়ে গেছে তুলসীবাবু।",Dialogue,Dialogue,Detective Reasoning / Deduction
গোসাঁইপুর সরগরম,911,এখন ভটচায্যি মশাইয়ের সাহায্য ছাড়া এগোতে পারব না।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,912,"ফেলুদা অনেক সময়ই বলে যে মনের দরজা খোলা রাখা উচিত, বিশেষ করে আজকের দিনে; কারণ রোজই প্রমাণ হচ্ছে যে এমন অনেক ঘটনা পৃথিবীতে ঘটে যার কারণ বৈজ্ঞানিকেরা জানে না, অথচ জানে না বলে সেটাকে উড়িয়েও দিতে পারছে না।",Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
গোসাঁইপুর সরগরম,913,এই যেমন সেদিন কাগজে বেরোল যে ইউরি গেলর বলে এক হুইদি যুবক চোখের চাহনির জোরে পাঁচ হাত দূর থেকে বৈজ্ঞানিকের হাতে ধরা কাঁটা চামচ বেঁকিয়ে ফেলছে।,Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
গোসাঁইপুর সরগরম,914,"এ ঘটনা চোখের সামনে দেখছে আরও একজন ডাকসাইটে বৈজ্ঞানিক, আর দেখে তারা না পারে কারণ বলতে, না পারে উড়িয়ে দিতে।",Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
গোসাঁইপুর সরগরম,915,মৃগাঙ্কবাবুর ক্ষমতাও কি এই ধরনের?,Suspense / Tension,Detective Reasoning / Deduction,Suspense / Tension
গোসাঁইপুর সরগরম,916,"তুলসীবাবু বললেন, ‘সাড়ে পাঁচটা বাজে; চলুন আমি আপনি একসঙ্গে গিয়ে ওঁকে রিকোয়েস্টটা করি, তা হলে জোরটা বেশি হবে।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,917,"ফেলুদা উঠে পড়ে বলল, ‘তোরা বরং একটু বেড়িয়ে আয় না।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,918,"আমার নিজেরও এক ঘরে বেশিক্ষণ বসে থাকতে ভালো লাগছিল না, লালমোহনবাবুও বলছিলেন গোঁসাইপুরের শরৎকালের বিকেলের তুলনা নেই, তাই ফেলুদার বেরনোর সঙ্গে সঙ্গেই আমরাও দুজন বেরিয়ে পড়লাম।",Travel / Movement,Travel / Movement,Travel / Movement
গোসাঁইপুর সরগরম,919,"॥ ৭ ॥ দুদিন আগে যখন এসেছিলাম, তখন একরকম মনে হয়েছিল গ্রামটাকে; আজ আমার মনে হচ্ছে আরেক রকম।",Backstory / Exposition,Backstory / Exposition,Backstory / Exposition
গোসাঁইপুর সরগরম,920,তার কারণ মন বলছে এই সুন্দর গ্রামের কোনও একটা গোপন জায়গায় গলায়-ফাঁস-দিয়ে-মরা মানুষের লাশ লুকিয়ে আছে।,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,921,হঠাৎ যদি দেখি— নাঃ—ও সব ভাবব না।,Suspense / Tension,Suspense / Tension,Suspense / Tension
গোসাঁইপুর সরগরম,922,তা হলে বেড়ানো মাটি হয়ে যাবে।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,923,কিন্তু বাঁশ বনের মধ্যে দিয়ে এগোতে এগোতে আলো কমে আসার সঙ্গে সঙ্গে সাহসটা আবার কমে গিয়েছিল।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,924,সেটাকে বাড়িয়ে দিল মূকাভিনেতা বেণীমাধব।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,925,"‘আরে, আমি যে আপনাদের বাড়িই যাচ্ছিলাম।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,926,বললুম না শুক্কুরবার বিকেলে এসে অভিনয় দেখিয়ে যাব!’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,927,"‘কী করি বলো ভাই’, বললেন লালমোহনবাবু।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,928,‘এমন একটা বিপর্যয় ঘটে যাবে সে কী জানতাম?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,929,এর পরে আর অ্যাকটিং দেখার মুড থাকে?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,930,তুমিই বলো।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,931,‘তা যা বলেছেন স্যার।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,932,তা আপনারা ক’দিন আছেন তো?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,933,"‘হ্যাঁ, তা দিন তিনেক তো আছিই।’",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,934,‘এ দিকে চল্লেন কোথায়?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,935,‘কোনদিকে যাওয়া যায় তুমিই বলো না।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,936,‘বাদুড়ে-কালী দেখেছেন স্যার?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,937,সপ্তদশ শতাব্দীর টেম্পল।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,938,এখনও কিছু হাতের কাজ রয়ে গেছে দেয়ালে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,939,চলুন দেখিয়ে দিচ্ছি।’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,940,আমি যে সকালে দেখেছি মন্দিরটা সেটা আর বললাম না।,Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,941,"সত্যি বলতে কি, তখন যা মনের অবস্থা ছিল তাতে হাতের কাজটাজ চোখে পড়েনি।",Narration / Observation,Narration / Observation,Narration / Observation
গোসাঁইপুর সরগরম,942,মিনিট তিনেক যেতেই মন্দিরটায় পৌঁছে গেলাম।,Travel / Movement,Travel / Movement,Travel / Movement
গোসাঁইপুর সরগরম,943,এখানে সকালেই আসা উচিত।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গোসাঁইপুর সরগরম,944,সন্ধেবেলা গা-টা একটু ছম্‌ছম্‌ করে।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গোসাঁইপুর সরগরম,945,পাশেই আবার একটা বটগাছ।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গোসাঁইপুর সরগরম,946,তার একটা ঝুরি মন্দিরের চুড়োটাকে আঁকড়ে ধরে খুলি ফাটিয়ে দিয়েছে।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গোসাঁইপুর সরগরম,947,"‘এইখেনটায় বলি হত স্যার’, বটগাছের গুঁড়ির পাশে একটা জায়গা দেখিয়ে বলল বেণীমাধব।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,948,‘বলি?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,949,লালমোহনবাবু কাঁপা গলায় জিজ্ঞেস করলেন।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,950,"‘নরবলি, স্যার।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,951,গোসাঁইপুরের ডাকাত ওয়ার্লড ফেমাস নেদো ডাকাতের ইতিহাস পড়েননি?,Crime / Threat / Violence,Crime / Threat / Violence,Crime / Threat / Violence
গোসাঁইপুর সরগরম,953,ভেতরটা দেখবেন?,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,954,টর্চ আছে?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,955,ভেতরটা এর মধ্যে অন্ধকার হয়ে গেছে।,Setting / Scene Description,Setting / Scene Description,Setting / Scene Description
গোসাঁইপুর সরগরম,956,‘ভেতর?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,957,ধরা গলায় বললেন লালমোহনবাবু।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,958,‘টর্চ তো আনিনি ভাই।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,959,শুনিচি বাদুড়-টাদুড়…’ ‘বাদুড়ের তো এখন ইভিনিং এক্‌সকারশন স্যার।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,960,এইতো সবে চরতে বেরিয়েছে।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,961,"বাদুড় দেখতে চাইলে—’ ‘না ভাই, চাই না।",Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,962,বরং না দেখাটাই বাঞ্ছনীয়।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,963,‘চলে আসুন স্যার।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,964,মাচিস জ্বেলেছি।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,965,একটা বিড়ি ধরালুম স্যার।,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,966,কিছু মাইন্ড করবেন না তো?’,Dialogue,Dialogue,Dialogue
গোসাঁইপুর সরগরম,967,"‘নো নো ভাই, মাইন্ড কী, তুমি পাঁচটা বিড়ি একসঙ্গে ধরাও না।’",Dialogue,Dialogue,Dialogue
